Disorder Strength,t=20,t=40,t=60,t=80,t=100
0.0,0.3652480102777268,0.28074566249621197,0.26718282283674055,0.2543834911809315,0.23456267192744915
0.02040816326530612,0.36560676130076736,0.28131485807394807,0.2680560524372344,0.2554765210168202,0.23591434858012597
0.04081632653061224,0.36607344061926284,0.2835735955084723,0.27073858618541113,0.25894928439106757,0.24026444341728365
0.061224489795918366,0.36752022524285466,0.2868035933318819,0.274889483214074,0.2637179016699837,0.24724617201348223
0.08163265306122448,0.36960133545653967,0.2913692506175926,0.2807009199909279,0.27062194985720134,0.25632424755966904
0.1020408163265306,0.37148723589779814,0.2971729732681499,0.28796301902460647,0.27900366235150603,0.2671786226646546
0.12244897959183673,0.37344476054136067,0.30351987260584584,0.2957378526133244,0.28785024533229975,0.27900588145243005
0.14285714285714285,0.37730113222688166,0.31113384391386084,0.3032621306783603,0.2980295962867075,0.2903391321103519
0.16326530612244897,0.3794501277728354,0.3183644928425999,0.31151003988420894,0.3062396472985381,0.3016537436083656
0.18367346938775508,0.38314414473273173,0.32578923056393744,0.3191425719928913,0.3167877168894617,0.31016596977898364
0.2040816326530612,0.3854431799581846,0.3327298212391936,0.3270734454602736,0.3225477293469114,0.3163849250650973
0.22448979591836732,0.38823582660220296,0.3396243513348502,0.3334841730235745,0.3270662977341955,0.3189102840999559
0.24489795918367346,0.39318851599224003,0.3461422612106475,0.338626997911651,0.3283867011823367,0.3169678065859165
0.26530612244897955,0.39575195388793527,0.35199646864811046,0.3401831806377968,0.3266899931936224,0.3116344856245183
0.2857142857142857,0.39709844672586364,0.35645135482836265,0.341115496939821,0.32467181580695464,0.3033560270903168
0.3061224489795918,0.401962756615846,0.35933560389900854,0.33828398638767215,0.31682464030591023,0.2926585594227139
0.32653061224489793,0.40281171950992994,0.3593020306492051,0.33504501729539177,0.3091754739233347,0.28030886835782787
0.3469387755102041,0.4051071938635331,0.3616321303078859,0.3282583064150852,0.29666370033099937,0.268345232903363
0.36734693877551017,0.40535099560138044,0.3586271274300963,0.3212645349471681,0.2835640914683798,0.2519943488903269
0.3877551020408163,0.40481325657665773,0.354554954768502,0.3099631994684069,0.27177595213499306,0.23911934770613696
0.4081632653061224,0.40481393121111986,0.3500579508759212,0.3020257872694566,0.259467273772518,0.22568461940984194
0.42857142857142855,0.40430736512712456,0.3421723202764848,0.29100501607326856,0.2456124194852057,0.21112358960881683
0.44897959183673464,0.40064719403801974,0.3359710389814715,0.2802893027709825,0.23393678556171285,0.20102368952799554
0.4693877551020408,0.40138981547422325,0.32887079152043297,0.26701422170009814,0.22184628328474665,0.18919175805039354
0.4897959183673469,0.39807132382374844,0.3183417976882544,0.25800048879521015,0.20959672978416322,0.17861953691844856
0.5102040816326531,0.393924763234115,0.3072356824823351,0.2445742330338638,0.20085787765170499,0.16886704239115538
0.5306122448979591,0.38761193229974966,0.2991390463339093,0.2334801530647344,0.18863915182553762,0.15842638143271623
0.5510204081632653,0.383956765218916,0.2903198914232515,0.22227185859952175,0.1774374570367118,0.1502243234923604
0.5714285714285714,0.3803718185762977,0.28049838202646954,0.21174622298238102,0.16692062971679897,0.13996133848217135
0.5918367346938775,0.3750524188316151,0.26945808467739135,0.20117907392327075,0.1614995589757892,0.13269234222879164
0.6122448979591836,0.36897344199850995,0.25818426431497676,0.1919514880150795,0.1514109277405826,0.12535171713685483
0.6326530612244897,0.3609871775250837,0.2489596771198062,0.18484792730548347,0.14461667003469805,0.11957683866713058
0.6530612244897959,0.3528773103653348,0.24049255455081767,0.17569159438387402,0.1377767316968481,0.11460974002566336
0.673469387755102,0.3458677027762663,0.23166549712227677,0.16856561360963315,0.13220858223423554,0.10670014116658942
0.6938775510204082,0.33697319201252274,0.22035432182372097,0.16280538914350162,0.1249108976746977,0.1016168328249227
0.7142857142857142,0.3284550614031289,0.2102025828954504,0.15291577005608867,0.11830057059029983,0.09732093133097382
0.7346938775510203,0.3213536703327204,0.20286194897132773,0.14365046966597614,0.11325764216007896,0.0922650874626326
0.7551020408163265,0.3136021428514792,0.1937266499250465,0.1400186032248057,0.10775124527766083,0.08788770344181232
0.7755102040816326,0.3036968855037959,0.1871629108759715,0.1316228310675666,0.10243915237532103,0.08385410811649026
0.7959183673469387,0.2936378779275719,0.1783110548559441,0.1267309926613281,0.09835382406703326,0.0798903190931115
0.8163265306122448,0.2876670880690728,0.17314923275657534,0.12055735591309878,0.09338231161561561,0.07718791296454613
0.836734693877551,0.2748853126136604,0.16287848256256707,0.11635946407131792,0.08939617399073352,0.07230557070881893
0.8571428571428571,0.26853770045099273,0.15936588810791924,0.11004803503671515,0.08605152564723514,0.06870573326025782
0.8775510204081632,0.2613751226754428,0.1507024066745703,0.10709026347844265,0.08165482536698189,0.06532571731712271
0.8979591836734693,0.24838585855924536,0.1473637282887114,0.09921383656956652,0.07688937243135732,0.0625654404110765
0.9183673469387754,0.23866660575527568,0.13969754510401294,0.09798888424172875,0.07491446759044702,0.06096112021060236
0.9387755102040816,0.23251732705111597,0.13251855280677274,0.09280266279905504,0.07002562680016443,0.056574680644198544
0.9591836734693877,0.2244633079723192,0.125676895197735,0.0879052507219304,0.06680416537575525,0.053451031512744926
0.9795918367346939,0.21783731690900085,0.11867437667688467,0.08249804204601453,0.06331438046435875,0.050776605343857105
1.0,0.2051909027091419,0.11424409473278055,0.07836667107097373,0.05922906842318514,0.04797024125092592
