Disorder Strength,t=20,t=40,t=60,t=80,t=100
0.0,0.14007224812548785,0.08078827235049314,0.07257635588161426,0.06551981599680107,0.05556982977779311
0.02040816326530612,0.14015069774869937,0.08116257920053908,0.07306089261828146,0.06612832126420663,0.056298658961094
0.04081632653061224,0.140945579224787,0.0823055224366944,0.07461122875521703,0.0681239905487108,0.05854240602451853
0.061224489795918366,0.14184639426778256,0.08405971971547573,0.07691993997929868,0.07130260118338694,0.062356490333711934
0.08163265306122448,0.14342749144268796,0.0866830222507547,0.08053593409255608,0.07615167100268151,0.06809809104004971
0.1020408163265306,0.1452686038554986,0.09024158182329012,0.08507481554421577,0.08236046039486143,0.07555652039777316
0.12244897959183673,0.14786025195245506,0.0948962395298437,0.09119106251318732,0.09029654039850034,0.08496880213606238
0.14285714285714285,0.14989067646475657,0.09955377632502019,0.09795169207514101,0.09994341584049275,0.0976198548910672
0.16326530612244897,0.15301409443271866,0.10593491720106153,0.10621562774947552,0.110857697381455,0.1118914804091409
0.18367346938775508,0.15630185505889144,0.11260640196933963,0.11668233032956346,0.12349134637449684,0.12760664412943118
0.2040816326530612,0.15991932996690625,0.12033450208392546,0.12647469826727925,0.13783176139533726,0.14528250450542368
0.22448979591836732,0.1636068364900085,0.1280661631969228,0.138608179909243,0.1517874488220797,0.1618168083475033
0.24489795918367346,0.1669103670462478,0.13697403991617496,0.1505526496276008,0.16534507456045539,0.17637401449557255
0.26530612244897955,0.17208283956857334,0.14618255511104383,0.1611901024064239,0.17810915804561755,0.18649139226918743
0.2857142857142857,0.17552629732824213,0.15576369873777404,0.17265321584333065,0.1871804254355476,0.19212390245712638
0.3061224489795918,0.1817422805734952,0.16618166884650945,0.18220644426212915,0.19264091215181747,0.1923585869036874
0.32653061224489793,0.18527131576880201,0.17524373175135333,0.1896592705820411,0.1939083398229705,0.1874719351726934
0.3469387755102041,0.19122205792665256,0.1820908730820742,0.19380358488339305,0.19203849381957375,0.17963200244413552
0.36734693877551017,0.1947879913265444,0.18924510438706219,0.19562631008808284,0.18631846574507951,0.16943080948211448
0.3877551020408163,0.19760575361272834,0.19488244523396975,0.19405837228266748,0.17817981729831914,0.15764739570071515
0.4081632653061224,0.2024949704389387,0.19764276202628853,0.1910006932016841,0.16978519239290604,0.1460649233518334
0.42857142857142855,0.20421998248671258,0.19907736897890368,0.1843299522872954,0.1585067306663595,0.13428146772939703
0.44897959183673464,0.20723659658839416,0.19858098620385725,0.1771434914350797,0.1483374923363716,0.12432606039458834
0.4693877551020408,0.2095137844313908,0.1956998669137409,0.16760766466239438,0.13802428049176732,0.11465690180556042
0.4897959183673469,0.2117682699299998,0.19227247800661915,0.15937286562753247,0.1276751632031047,0.10511557610838736
0.5102040816326531,0.21254627466557546,0.18662051312902264,0.149093067489998,0.11934406024789096,0.09832709524937185
0.5306122448979591,0.21217494729176553,0.1791296960838697,0.14022341148621487,0.11008159112771078,0.08993035163416498
0.5510204081632653,0.21166253989110081,0.1722326047748251,0.1309331705566279,0.10188951159294492,0.08239887320136137
0.5714285714285714,0.21013477960286647,0.16457902719306627,0.1221797952051289,0.09425873622862768,0.0758430116077198
0.5918367346938775,0.20841330114110027,0.15771601875076605,0.11384096489121974,0.08734755530304383,0.07111352106535061
0.6122448979591836,0.20536062377856606,0.14991914834404402,0.10729439045438714,0.08056627634443825,0.06544448729683144
0.6326530612244897,0.2021545815909071,0.1412990032752389,0.1001758767762329,0.0750453259025465,0.06072194428537463
0.6530612244897959,0.19651065508885454,0.13338104700357992,0.09298081794993299,0.070628244462469,0.056374248641487365
0.673469387755102,0.19298999282491297,0.1267491864352524,0.08771470491050049,0.06630775741727137,0.05180319474106954
0.6938775510204082,0.18904956421818836,0.11934415555557018,0.08204531162801876,0.0610458738353482,0.04862727476427391
0.7142857142857142,0.18293438003109352,0.11234700574316232,0.07614231902876797,0.05672622291117414,0.044908977748567
0.7346938775510203,0.17419475865696393,0.10490081209138813,0.0716101895627127,0.05373100274978429,0.04167330598286932
0.7551020408163265,0.17081283702588038,0.09857972850088727,0.06712455013580218,0.05004818659636326,0.03934149829277434
0.7755102040816326,0.16243690169988464,0.09328736247173235,0.06278920514537942,0.04590914565597422,0.0367616465126574
0.7959183673469387,0.1578573935765336,0.08834919004473038,0.058126045892432573,0.04352939336704308,0.03394673026280462
0.8163265306122448,0.15093165814576837,0.08202943195291433,0.0543539164482458,0.0405206121974934,0.03160344627265702
0.836734693877551,0.14391746632798183,0.07711200446756904,0.05086590871911941,0.03757389630954455,0.02962606518967763
0.8571428571428571,0.13729318830648363,0.07273461014277308,0.047703946658518855,0.034736301457182005,0.027616143040966382
0.8775510204081632,0.13189601742957538,0.06802587488214065,0.04437667237267568,0.03263201525680269,0.02572528066680978
0.8979591836734693,0.12297384466838608,0.06380716442067251,0.04143001546485212,0.030442245237577985,0.02378322280197515
0.9183673469387754,0.1182685217147329,0.05966770893332437,0.03882138476050231,0.02837487980406019,0.02241213342089011
0.9387755102040816,0.11129732795392765,0.05546604403199621,0.03616306055208463,0.025934170845276987,0.020289318865268892
0.9591836734693877,0.10405104119344659,0.051972863998189636,0.03308834863364822,0.024237370734519603,0.018886389426262803
0.9795918367346939,0.09716725141132045,0.04835077313097779,0.03076546426093746,0.02230145218396645,0.017529858159528643
1.0,0.09239178711468479,0.04438470983600011,0.028656901919599877,0.020426823323230828,0.016109465466497837
